ID,Wave,Wavedummy,province,district,region,resarea,resarearural,gender,age,agegroup,educstat,educstatgroup,hhsize,hhsizegroup,lifestyle,voteintparty,voteintakp,turnout,vote2015,vote2015akp,turnout2015,workstat,unemployed,selfprosper,socialsupport,supchildeduc,suphealth,suppreg,supsenior,supwidow,supdisable,supdinkind,supother,supreceive,akpchange,persfinance,crisis,hardship,retrospers,retrossocio,prospers,prossocio,headcover,ethnicity,ethnicdummy,religiosity,hhincome,minimumwage,loghhincome,hhincgroup,incomebrac,tvnews,ginip,sedip,ginir,sedir,gdpcap17,lngdpcap17,mosques,lnmosques,mosqdens,metro,residgroup,prospect,yenidene
1114,062016,Pre coup attempt,63,Siverek,Southeast Anatolia,Town,Other,Male,66,44+ Years,Literate without diploma,Below High School,5,3-5 Persons,Religious Conservative,Undecided,No,,,,,"Farmer, Agriculturalist, Husbandry",0,Poor,No,No,No,No,Yes,No,No,No,No,Yes,,Barely Makings Ends Meet,No,No,,,,,Head Scarf,Kurdish,Kurdish,Believer,500,Upto minimum wage,6.2146082,Less than 700TL,Lower Class,Government affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Very positive,Upto minimum wage
1115,062016,Pre coup attempt,35,Balçova,Aegean,Metropolitan,Other,Female,66,44+ Years,Secondary School,Below High School,2,1-2 Persons,,Undecided,No,,CHP,No,No,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,No,No,,,,,No head cover,Turkish,Others,Believer,3000,More than minimum wage,8.0063677,2001-3000TL,Upper Class,,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,,Very positive,More than minimum wage
1116,062016,Pre coup attempt,35,Balçova,Aegean,Metropolitan,Other,Male,43,29-43 Years,High School,High School,4,3-5 Persons,Traditional Conservative,Undecided,No,,AKP,Yes,Yes,Civil Servant,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Saving Money,Yes,Yes,,,,,No head cover,Turkish,Others,Believer,3500,More than minimum wage,8.1605186,3001-5000TL,New Middle Class,,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Gated Community,Negative,More than minimum wage
1117,062016,Pre coup attempt,44,Akçadağ,Mideast Anatolia,Town,Other,Male,21,18-28 Years,High School,High School,8,6-8 Persons,Modern,AKP,Yes,Yes,AKP,Yes,Yes,Student,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,No,No,,,,,,Turkish,Others,Believer,2500,More than minimum wage,7.8240461,2001-3000TL,Lower Middle Class,Government affiliated,.359,2.2054,.38,0,6179.6602,8.7290182,968,6.8752322,1.23,Yes,"Independent, traditional house",Very positive,More than minimum wage
1118,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Female,51,44+ Years,Secondary School,Below High School,4,3-5 Persons,Religious Conservative,AKP,Yes,Yes,,,,Retired,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,Yes,,,,,Head Scarf,Turkish,Others,Religious,1300,Upto minimum wage,7.1701198,1201-2000TL,Lower Middle Class,Government affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Negative,Upto minimum wage
1119,062016,Pre coup attempt,35,Balçova,Aegean,Metropolitan,Other,Female,65,44+ Years,Primary School,Below High School,4,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Retired,0,Upper Middle,No,No,No,No,No,Yes,No,No,No,Yes,,Making Ends Meet,No,No,,,,,"Hijab, Purdah",Turkish,Others,Religious,,More than minimum wage,,7,,,.38499999,5.6837001,.36300001,3.7437999,12343.741,9.4209042,1895,7.5469742,.442,No,Gated Community,Very positive,More than minimum wage
1120,062016,Pre coup attempt,63,Siverek,Southeast Anatolia,Town,Other,Male,18,18-28 Years,Secondary School,Below High School,10,More than 9 Persons,Religious Conservative,AKP,Yes,Yes,Was too young to vote,No,,"Farmer, Agriculturalist, Husbandry",0,Poor,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,Yes,,,,,,Kurdish,Kurdish,Believer,2500,More than minimum wage,7.8240461,2001-3000TL,Lower Class,,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Positive,More than minimum wage
1121,062016,Pre coup attempt,44,Akçadağ,Mideast Anatolia,Town,Other,Male,62,44+ Years,Literate without diploma,Below High School,3,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,,,,,Head Scarf,Turkish,Others,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Middle Class,Government affiliated,.359,2.2054,.38,0,6179.6602,8.7290182,968,6.8752322,1.23,Yes,"Independent, traditional house",Very positive,Upto minimum wage
1122,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Male,21,18-28 Years,University,University,4,3-5 Persons,Modern,Undecided,No,,MHP,No,Yes,Private Sector,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Has to Borrow,No,No,,,,,,Turkish,Others,Religious,4000,More than minimum wage,8.2940493,3001-5000TL,Upper Class,,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Very positive,More than minimum wage
1123,062016,Pre coup attempt,63,Siverek,Southeast Anatolia,Town,Other,Male,82,44+ Years,Primary School,Below High School,6,6-8 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Incapable of Working,0,Poor,Yes,No,No,No,Yes,No,No,No,No,Yes,,Making Ends Meet,No,Yes,,,,,Head Scarf,Kurdish,Kurdish,Believer,1300,Upto minimum wage,7.1701198,1201-2000TL,Lower Class,Government affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Positive,Upto minimum wage
1124,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Male,33,29-43 Years,High School,High School,3,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Private Sector,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,No,No,,,,,No head cover,Turkish,Others,Religious,5000,More than minimum wage,8.5171928,3001-5000TL,Upper Class,Government affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Very positive,More than minimum wage
1125,062016,Pre coup attempt,44,Akçadağ,Mideast Anatolia,Town,Other,Male,19,18-28 Years,High School,High School,4,3-5 Persons,Modern,AKP,Yes,Yes,AKP,Yes,Yes,Student,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Barely Makings Ends Meet,No,No,,,,,,Turkish,Others,Believer,2500,More than minimum wage,7.8240461,2001-3000TL,Lower Middle Class,Opposition affiliated,.359,2.2054,.38,0,6179.6602,8.7290182,968,6.8752322,1.23,Yes,"Independent, traditional house",Very positive,More than minimum wage
1126,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Male,38,29-43 Years,University,University,4,3-5 Persons,Traditional Conservative,Undecided,No,,AKP,Yes,Yes,Private Sector,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Has to Borrow,Yes,No,,,,,Head Scarf,Turkish,Others,Religious,3000,More than minimum wage,8.0063677,2001-3000TL,New Middle Class,Government affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Positive,More than minimum wage
1127,062016,Pre coup attempt,21,Bağlar,Southeast Anatolia,Metropolitan,Other,Female,53,44+ Years,Illiterate,Below High School,7,6-8 Persons,Traditional Conservative,HDP,No,No,HDP,No,No,Housewife,0,Poor,No,Yes,No,No,No,No,No,No,No,Yes,,Making Ends Meet,Yes,Yes,,,,,Head Scarf,Kurdish,Kurdish,Religious,800,Upto minimum wage,6.6846118,701-1200TL,Lower Class,Opposition affiliated,.41999999,.63950002,.38,.1532,5002.6357,8.5177202,2025,7.6133251,1.191,No,"Independent, traditional house",Negative,Upto minimum wage
1128,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Female,48,44+ Years,High School,High School,5,3-5 Persons,Traditional Conservative,,,,AKP,Yes,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,No,Yes,,,,,No head cover,Turkish,Others,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Government affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Positive,Upto minimum wage
1129,062016,Pre coup attempt,63,Siverek,Southeast Anatolia,Town,Other,Male,19,18-28 Years,Secondary School,Below High School,5,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Unemployed,1,Lower Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,Yes,,,,,,Kurdish,Kurdish,Believer,1500,More than minimum wage,7.3132205,1201-2000TL,New Middle Class,Opposition affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Negative,More than minimum wage
1130,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Female,52,44+ Years,Secondary School,Below High School,3,3-5 Persons,Traditional Conservative,,,,CHP,No,No,"Working, Other",0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Saving Money,Yes,Yes,,,,,No head cover,Other,Others,Religious,1900,More than minimum wage,7.5496092,1201-2000TL,New Middle Class,Opposition affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Negative,More than minimum wage
1131,062016,Pre coup attempt,21,Bağlar,Southeast Anatolia,Metropolitan,Other,Male,53,44+ Years,High School,High School,8,6-8 Persons,Traditional Conservative,HDP,No,No,HDP,No,No,"Working, Other",0,Poor,No,No,No,No,No,No,No,No,No,No,,Saving Money,Yes,Yes,,,,,Head Scarf,Kurdish,Kurdish,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Opposition affiliated,.41999999,.63950002,.38,.1532,5002.6357,8.5177202,2025,7.6133251,1.191,No,"Independent, traditional house",Negative,Upto minimum wage
1132,062016,Pre coup attempt,63,Siverek,Southeast Anatolia,Town,Other,Male,28,18-28 Years,Primary School,Below High School,10,More than 9 Persons,Modern,Non-voter,No,,,,,Unemployed,1,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,,No,,,,,Head Scarf,Kurdish,Kurdish,Believer,1750,More than minimum wage,7.467371,1201-2000TL,Lower Class,Opposition affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",,More than minimum wage
1133,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Male,60,44+ Years,University,University,3,3-5 Persons,Traditional Conservative,CHP,No,No,CHP,No,No,Retired,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,No Change,Saving Money,Yes,Yes,,,,,Head Scarf,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,Lower Middle Class,Opposition affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Negative,More than minimum wage
1134,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Female,47,44+ Years,Secondary School,Below High School,4,3-5 Persons,Traditional Conservative,Undecided,No,,CHP,No,No,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,,,,,No head cover,Turkish,Others,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Opposition affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Negative,Upto minimum wage
1135,062016,Pre coup attempt,63,Siverek,Southeast Anatolia,Town,Other,Male,40,29-43 Years,Primary School,Below High School,9,More than 9 Persons,Traditional Conservative,CHP,No,No,CHP,No,No,"Farmer, Agriculturalist, Husbandry",0,Poor,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,No,,,,,,Head Scarf,Kurdish,Kurdish,Believer,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Government affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",,Upto minimum wage
1136,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Male,55,44+ Years,High School,High School,5,3-5 Persons,Traditional Conservative,MHP,No,Yes,MHP,No,Yes,Retired,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Barely Makings Ends Meet,Yes,Yes,,,,,Head Scarf,Turkish,Others,Religious,2500,More than minimum wage,7.8240461,2001-3000TL,New Middle Class,Government affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Negative,More than minimum wage
1137,062016,Pre coup attempt,21,Bağlar,Southeast Anatolia,Metropolitan,Other,Female,45,44+ Years,Primary School,Below High School,2,1-2 Persons,Traditional Conservative,AKP,Yes,Yes,Voted Blank (Protest),No,,Housewife,0,Poor,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,Yes,,,,,No head cover,Kurdish,Kurdish,Religious,1200,Upto minimum wage,7.0900769,701-1200TL,Lower Middle Class,Government affiliated,.41999999,.63950002,.38,.1532,5002.6357,8.5177202,2025,7.6133251,1.191,No,Gecekondu / Unplastered Apartment,Positive,Upto minimum wage
1138,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Female,61,44+ Years,High School,High School,3,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Barely Makings Ends Meet,No,No,,,,,Head Scarf,Turkish,Others,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Middle Class,Government affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Very positive,Upto minimum wage
1139,062016,Pre coup attempt,63,Siverek,Southeast Anatolia,Town,Other,Female,32,29-43 Years,Primary School,Below High School,7,6-8 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Poor,No,No,No,No,No,No,No,No,No,No,No Change,Saving Money,Yes,Yes,,,,,Head Scarf,Zaza,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Opposition affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Negative,More than minimum wage
1140,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Male,38,29-43 Years,University,University,4,3-5 Persons,Modern,Non-voter,No,,,,,Civil Servant,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Has to Borrow,Yes,No,,,,,No head cover,Turkish,Others,Religious,6000,More than minimum wage,8.6995144,Higher than 5001TL,Upper Class,Opposition affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Positive,More than minimum wage
1141,062016,Pre coup attempt,63,Siverek,Southeast Anatolia,Town,Other,Female,62,44+ Years,Literate without diploma,Below High School,10,More than 9 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,No,,,,,Head Scarf,Kurdish,Kurdish,Believer,2700,More than minimum wage,7.9010072,2001-3000TL,Lower Class,Government affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Positive,More than minimum wage
1142,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Male,46,44+ Years,High School,High School,3,3-5 Persons,Traditional Conservative,Undecided,No,,Did not vote,No,,Worker,0,Upper Middle,No,Yes,No,No,No,No,No,No,No,Yes,Decrease,Making Ends Meet,Yes,Yes,,,,,,Turkish,Others,Religious,6000,More than minimum wage,8.6995144,Higher than 5001TL,Upper Class,Government affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Negative,More than minimum wage
1143,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Male,27,18-28 Years,High School,High School,2,1-2 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Private Sector,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Saving Money,No,No,,,,,,Turkish,Others,Pious,6500,More than minimum wage,8.7795572,Higher than 5001TL,Upper Class,Government affiliated,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,Apartment,Very positive,More than minimum wage
1144,062016,Pre coup attempt,21,Bağlar,Southeast Anatolia,Metropolitan,Other,Male,24,18-28 Years,High School,High School,5,3-5 Persons,Traditional Conservative,HDP,No,No,HDP,No,No,Private Sector,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,Yes,Yes,,,,,,Kurdish,Kurdish,Religious,300,Upto minimum wage,5.7037826,Less than 700TL,Lower Class,Opposition affiliated,.41999999,.63950002,.38,.1532,5002.6357,8.5177202,2025,7.6133251,1.191,No,Apartment,Negative,Upto minimum wage
1145,062016,Pre coup attempt,63,Viranşehir,Southeast Anatolia,Town,Other,Female,20,18-28 Years,Literate without diploma,Below High School,8,6-8 Persons,Traditional Conservative,Undecided,No,,,,,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,Yes,No,,,,,No head cover,Kurdish,Kurdish,Believer,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Class,Government affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Positive,More than minimum wage
1146,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Female,36,29-43 Years,High School,High School,4,3-5 Persons,Traditional Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,,,,,Head Scarf,Turkish,Others,Pious,4000,More than minimum wage,8.2940493,3001-5000TL,Upper Class,Government affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Very positive,More than minimum wage
1147,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Male,60,44+ Years,Primary School,Below High School,5,3-5 Persons,Traditional Conservative,MHP,No,Yes,AKP,Yes,Yes,Civil Servant,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,No Change,Making Ends Meet,No,No,,,,,No head cover,Turkish,Others,Believer,10000,More than minimum wage,9.2103405,Higher than 5001TL,Upper Class,Government affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Very positive,More than minimum wage
1148,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Female,39,29-43 Years,Secondary School,Below High School,,,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Has to Borrow,No,No,,,,,"Hijab, Purdah",Turkish,Others,Pious,4000,More than minimum wage,8.2940493,3001-5000TL,,Government affiliated,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,Apartment,Very positive,More than minimum wage
1149,062016,Pre coup attempt,63,Viranşehir,Southeast Anatolia,Town,Other,Male,23,18-28 Years,High School,High School,7,6-8 Persons,,Non-voter,No,,Did not vote,No,,Student,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,,No,,,,,,Kurdish,Kurdish,Religious,4500,More than minimum wage,8.4118328,3001-5000TL,New Middle Class,Government affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",,More than minimum wage
1150,062016,Pre coup attempt,60,Merkez,Western Black Sea,Town,Other,Female,43,29-43 Years,Primary School,Below High School,3,3-5 Persons,Traditional Conservative,,,,,,,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Has to Borrow,,Yes,,,,,"Hijab, Purdah",Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,Lower Middle Class,Government affiliated,.35800001,1.6903,.34400001,1.7174,5528.8438,8.617734,1172,7.0664668,1.946,No,Apartment,,More than minimum wage
1151,062016,Pre coup attempt,20,Merkezefendi,Aegean,Metropolitan,Other,Female,50,44+ Years,Primary School,Below High School,4,3-5 Persons,Traditional Conservative,CHP,No,No,CHP,No,No,"Working, Other",0,Poor,No,No,No,No,No,No,No,No,No,No,,Has to Borrow,Yes,Yes,,,,,Head Scarf,Turkish,Others,Religious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Opposition affiliated,.31799999,3.8864,.36300001,3.7437999,9797.4893,9.1898813,1214,7.101676,1.191,Yes,Apartment,Negative,More than minimum wage
1152,062016,Pre coup attempt,63,Viranşehir,Southeast Anatolia,Town,Other,Female,38,29-43 Years,Primary School,Below High School,7,6-8 Persons,Traditional Conservative,HDP,No,No,HDP,No,No,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,No,,,,,No head cover,Kurdish,Kurdish,Believer,3500,More than minimum wage,8.1605186,3001-5000TL,New Middle Class,Government affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Positive,More than minimum wage
1153,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Male,39,29-43 Years,Secondary School,Below High School,5,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,"Working, Other",0,Rich,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,,,,,"Hijab, Purdah",Turkish,Others,Pious,1500,More than minimum wage,7.3132205,1201-2000TL,New Middle Class,Government affiliated,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,Apartment,Very positive,More than minimum wage
1154,062016,Pre coup attempt,21,Bağlar,Southeast Anatolia,Metropolitan,Other,Male,21,18-28 Years,Illiterate,Below High School,4,3-5 Persons,Religious Conservative,Undecided,No,,Did not vote,No,,"Working, Other",0,Lower Middle,No,No,No,No,No,No,No,No,No,No,,Barely Makings Ends Meet,Yes,No,,,,,No head cover,Zaza,Others,Religious,500,Upto minimum wage,6.2146082,Less than 700TL,Lower Class,Government affiliated,.41999999,.63950002,.38,.1532,5002.6357,8.5177202,2025,7.6133251,1.191,No,Gecekondu / Unplastered Apartment,Positive,Upto minimum wage
1155,062016,Pre coup attempt,60,Merkez,Western Black Sea,Town,Other,Male,64,44+ Years,Primary School,Below High School,7,6-8 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Retired,0,Poor,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,No,No,,,,,"Hijab, Purdah",Kurdish,Kurdish,Religious,1860,More than minimum wage,7.5283318,1201-2000TL,Lower Class,Government affiliated,.35800001,1.6903,.34400001,1.7174,5528.8438,8.617734,1172,7.0664668,1.946,No,Apartment,Very positive,More than minimum wage
1156,062016,Pre coup attempt,63,Viranşehir,Southeast Anatolia,Town,Other,Male,21,18-28 Years,High School,High School,8,6-8 Persons,,Non-voter,No,,Did not vote,No,,Student,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,No Change,Barely Makings Ends Meet,No,No,,,,,,Kurdish,Kurdish,Pious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Very positive,Upto minimum wage
1157,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Female,42,29-43 Years,Primary School,Below High School,4,3-5 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,,Making Ends Meet,No,No,,,,,"Hijab, Purdah",Turkish,Others,Pious,2000,More than minimum wage,7.6009026,1201-2000TL,New Middle Class,Opposition affiliated,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,,Very positive,More than minimum wage
1158,062016,Pre coup attempt,60,Merkez,Western Black Sea,Town,Other,Male,68,44+ Years,High School,High School,4,3-5 Persons,Religious Conservative,MHP,No,Yes,CHP,No,No,Retired,0,Poor,No,No,No,No,No,No,No,No,No,No,Increase,Saving Money,Yes,Yes,,,,,Head Scarf,Kurdish,Kurdish,Pious,3200,More than minimum wage,8.0709057,3001-5000TL,Lower Middle Class,Opposition affiliated,.35800001,1.6903,.34400001,1.7174,5528.8438,8.617734,1172,7.0664668,1.946,No,Apartment,Negative,More than minimum wage
1159,062016,Pre coup attempt,63,Viranşehir,Southeast Anatolia,Town,Other,Male,32,29-43 Years,Primary School,Below High School,6,6-8 Persons,Traditional Conservative,HDP,No,No,HDP,No,No,Worker,0,Poor,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,Yes,Yes,,,,,Head Scarf,Kurdish,Kurdish,Believer,800,Upto minimum wage,6.6846118,701-1200TL,Lower Class,Opposition affiliated,.41999999,.1666,.38,.1532,3887.9856,8.2656469,1994,7.597898,1.0039999,Yes,"Independent, traditional house",Negative,Upto minimum wage
1160,062016,Pre coup attempt,58,Merkez,Central Anatolia,Town,Other,Female,24,18-28 Years,University,University,2,1-2 Persons,Religious Conservative,AKP,Yes,Yes,AKP,Yes,Yes,Housewife,0,Upper Middle,No,No,No,No,No,No,No,No,No,No,Decrease,Making Ends Meet,Yes,Yes,,,,,"Hijab, Purdah",Turkish,Others,Pious,1350,More than minimum wage,7.20786,1201-2000TL,Lower Middle Class,,.35800001,1.964,.34099999,1.7397,7362.4536,8.9041481,1345,7.2041492,2.164,No,Apartment,Negative,Upto minimum wage
1161,062016,Pre coup attempt,21,Bağlar,Southeast Anatolia,Metropolitan,Other,Female,27,18-28 Years,Illiterate,Below High School,4,3-5 Persons,Religious Conservative,Undecided,No,,Did not vote,No,,Housewife,0,Lower Middle,No,No,No,No,No,No,No,No,Yes,Yes,,Has to Borrow,Yes,Yes,,,,,Head Scarf,Zaza,Others,Religious,1000,Upto minimum wage,6.9077554,701-1200TL,Lower Class,Government affiliated,.41999999,.63950002,.38,.1532,5002.6357,8.5177202,2025,7.6133251,1.191,No,Gecekondu / Unplastered Apartment,Negative,Upto minimum wage
1162,062016,Pre coup attempt,10,Edremit,West Marmara,Town,Other,Male,52,44+ Years,Primary School,Below High School,4,3-5 Persons,Modern,MHP,No,Yes,MHP,No,Yes,Retired,0,Lower Middle,No,No,No,No,No,No,No,No,No,No,Increase,Making Ends Meet,No,No,,,,,No head cover,Turkish,Others,Religious,3000,More than minimum wage,8.0063677,2001-3000TL,New Middle Class,,.373,3.1468999,.35299999,2.8722999,8805.833,9.0831699,1676,7.4241652,1.391,Yes,"Independent, traditional house",Very positive,More than minimum wage
